Закупки по;Реестровый номер закупки;Способ определения поставщика (подрядчика. исполнителя). подрядной организации (размещения закупки);Наименование закупки;Предмет электронного аукциона (только для ПП РФ 615);Идентификационный код закупки;Номер лота;Наименование лота; Начальная (максимальная) цена контракта ;Валюта;Начальная (максимальная) цена в валюте контракта;Валюта контракта;Классификация по ОКДП;Классификация по ОКПД;Классификация по ОКПД2;Код позиции;Наименование Заказчика;Организация. осуществляющая размещение ;Дата размещения;Дата обновления;Этап закупки;Особенности размещения заказа\ Преимущества (44-ФЗ);Дата начала подачи заявок;Дата окончания подачи заявок;Дата проведения электронного аукциона
44-ФЗ;№0490000000820000003;Открытый конкурс в электронной форме;"Суда сухогрузные смешанного плавания ""река-море""";;'201772026182789010100100030033011000';;;3 000 000 000,00;RUB;;;;;"30.11.24.130: Суда сухогрузные смешанного плавания ""река - море""";"30.11.24.130: Суда сухогрузные смешанного плавания ""река - море""";"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГОСУДАРСТВЕННАЯ ТРАНСПОРТНАЯ ЛИЗИНГОВАЯ КОМПАНИЯ""";"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГОСУДАРСТВЕННАЯ ТРАНСПОРТНАЯ ЛИЗИНГОВАЯ КОМПАНИЯ""";15.09.2020;19.11.2020;Определение поставщика завершено;;15.09.2020;16.11.2020;
223-ФЗ;№31401873570;Закупка у единственного поставщика (подрядчика. исполнителя);Судно «ОЛИМПИАДА» (OLYMPIADA) ;;;1;Судно «ОЛИМПИАДА» (OLYMPIADA) ;6 490 000,00;EUR;;;;;;;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГОСУДАРСТВЕННАЯ ТРАНСПОРТНАЯ ЛИЗИНГОВАЯ КОМПАНИЯ""";;25.12.2014;25.12.2014;Закупка завершена;;25.12.2014;;
44-ФЗ;№1020600000221000005;Электронный аукцион;судно для перевозки пассажиров;;'213251230671825120100100090023011406';;;7 000 000,00;RUB;;;;;30.11.21.120: Суда речные пассажирские;30.11.21.120: Суда речные пассажирские;"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""РАСЧЁТНО-КАССОВЫЙ ЦЕНТР"" ГОРОДСКОГО ОКРУГА ЗАТО ГОРОД ФОКИНО";"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""РАСЧЁТНО-КАССОВЫЙ ЦЕНТР"" ГОРОДСКОГО ОКРУГА ЗАТО ГОРОД ФОКИНО";18.06.2021;30.06.2021;Определение поставщика завершено;;18.06.2021;28.06.2021;
44-ФЗ;№1020600000221000004;Электронный аукцион;судно для перевозки пассажиров;;'213251230671825120100100090013011406';;;7 000 000,00;RUB;;;;;30.11.21.120: Суда речные пассажирские;30.11.21.120: Суда речные пассажирские;"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""РАСЧЁТНО-КАССОВЫЙ ЦЕНТР"" ГОРОДСКОГО ОКРУГА ЗАТО ГОРОД ФОКИНО";"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""РАСЧЁТНО-КАССОВЫЙ ЦЕНТР"" ГОРОДСКОГО ОКРУГА ЗАТО ГОРОД ФОКИНО";21.05.2021;17.06.2021;Определение поставщика завершено;;21.05.2021;17.06.2021;
44-ФЗ;№0332100003217000040;Электронный аукцион;Судно на воздушной подушке;;'171526016042152600100100190413011244';;;54 150 000,00;RUB;;;;;30.11.21.120: Суда речные пассажирские;30.11.21.120: Суда речные пассажирские;ГЛАВНОЕ УПРАВЛЕНИЕ МИНИСТЕРСТВА РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ДЕЛАМ ГРАЖДАНСКОЙ ОБОРОНЫ. ЧРЕЗВЫЧАЙНЫМ СИТУАЦИЯМ И ЛИКВИДАЦИИ ПОСЛЕДСТВИЙ СТИХИЙНЫХ БЕДСТВИЙ ПО НИЖЕГОРОДСКОЙ ОБЛАСТИ;ГЛАВНОЕ УПРАВЛЕНИЕ МИНИСТЕРСТВА РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ДЕЛАМ ГРАЖДАНСКОЙ ОБОРОНЫ. ЧРЕЗВЫЧАЙНЫМ СИТУАЦИЯМ И ЛИКВИДАЦИИ ПОСЛЕДСТВИЙ СТИХИЙНЫХ БЕДСТВИЙ ПО НИЖЕГОРОДСКОЙ ОБЛАСТИ;28.04.2017;03.12.2017;Определение поставщика завершено;;28.04.2017;15.05.2017;
44-ФЗ;№0332100003217000037;Электронный аукцион;Судно на воздушной подушке;;'171526016042152600100100190413011244';;;54 150 000,00;RUB;;;;;30.11.21.120: Суда речные пассажирские;30.11.21.120: Суда речные пассажирские;ГЛАВНОЕ УПРАВЛЕНИЕ МИНИСТЕРСТВА РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ДЕЛАМ ГРАЖДАНСКОЙ ОБОРОНЫ. ЧРЕЗВЫЧАЙНЫМ СИТУАЦИЯМ И ЛИКВИДАЦИИ ПОСЛЕДСТВИЙ СТИХИЙНЫХ БЕДСТВИЙ ПО НИЖЕГОРОДСКОЙ ОБЛАСТИ;ГЛАВНОЕ УПРАВЛЕНИЕ МИНИСТЕРСТВА РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ДЕЛАМ ГРАЖДАНСКОЙ ОБОРОНЫ. ЧРЕЗВЫЧАЙНЫМ СИТУАЦИЯМ И ЛИКВИДАЦИИ ПОСЛЕДСТВИЙ СТИХИЙНЫХ БЕДСТВИЙ ПО НИЖЕГОРОДСКОЙ ОБЛАСТИ;10.04.2017;28.04.2017;Определение поставщика завершено;;10.04.2017;26.04.2017;
44-ФЗ;№0302100009620000005;Электронный аукцион;Судно на воздушной подушке;;'201030900468103090100100080043011244';;;6 264 270,00;RUB;;;;;30.11.21.120: Суда речные пассажирские;30.11.21.120: Суда речные пассажирские;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""БАЙКАЛЬСКИЙ ГОСУДАРСТВЕННЫЙ ПРИРОДНЫЙ БИОСФЕРНЫЙ ЗАПОВЕДНИК""";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""БАЙКАЛЬСКИЙ ГОСУДАРСТВЕННЫЙ ПРИРОДНЫЙ БИОСФЕРНЫЙ ЗАПОВЕДНИК""";18.06.2020;23.06.2020;Определение поставщика отменено;Субъектам малого предпринимательства. социально ориентированным некоммерческим организациям;18.06.2020;26.06.2020;
44-ФЗ;№0168500000621001859;Электронный аукцион;Судно на воздушной подушке;;'212732505059073250100100640013012244';;;3 800 000,00;RUB;;;;;30.12.19.110: Суда прогулочные прочие;30.12.19.110: Суда прогулочные прочие;"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА ГРАЖДАНСКОЙ ЗАЩИТЫ И ПОЖАРНОЙ БЕЗОПАСНОСТИ УЛЬЯНОВСКОЙ ОБЛАСТИ""";АГЕНТСТВО ГОСУДАРСТВЕННЫХ ЗАКУПОК УЛЬЯНОВСКОЙ ОБЛАСТИ;26.05.2021;04.06.2021;Определение поставщика завершено;;26.05.2021;04.06.2021;
44-ФЗ;№0168500000620001380;Электронный аукцион;Судно на воздушной подушке;;'202732505059073250100100410023011244';;;3 100 000,00;RUB;;;;;30.11.21.120: Суда речные пассажирские;30.11.21.120: Суда речные пассажирские;"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА ГРАЖДАНСКОЙ ЗАЩИТЫ И ПОЖАРНОЙ БЕЗОПАСНОСТИ УЛЬЯНОВСКОЙ ОБЛАСТИ""";АГЕНТСТВО ГОСУДАРСТВЕННЫХ ЗАКУПОК УЛЬЯНОВСКОЙ ОБЛАСТИ;07.09.2020;16.09.2020;Определение поставщика завершено;;07.09.2020;16.09.2020;
44-ФЗ;№0168500000620000167;Электронный аукцион;Судно на воздушной подушке;;'202732505059073250100100410013011244';;;3 100 000,00;RUB;;;;;30.11.21.120: Суда речные пассажирские;30.11.21.120: Суда речные пассажирские;"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА ГРАЖДАНСКОЙ ЗАЩИТЫ И ПОЖАРНОЙ БЕЗОПАСНОСТИ УЛЬЯНОВСКОЙ ОБЛАСТИ""";АГЕНТСТВО ГОСУДАРСТВЕННЫХ ЗАКУПОК УЛЬЯНОВСКОЙ ОБЛАСТИ;15.06.2020;26.06.2020;Определение поставщика завершено;;15.06.2020;25.06.2020;
44-ФЗ;№0351100018120000104;Электронный аукцион;Судно на воздушной подушке (в рамках государственного оборонного заказа в целях обеспечения государственной программы вооружения) ;;'201540601219754060100100970013012000';;;8 507 890,00;RUB;;;;;30.12.19.110: Суда прогулочные прочие;30.12.19.110: Суда прогулочные прочие;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СИБИРСКОЕ ОКРУЖНОЕ УПРАВЛЕНИЕ МАТЕРИАЛЬНО-ТЕХНИЧЕСКОГО СНАБЖЕНИЯ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ""";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СИБИРСКОЕ ОКРУЖНОЕ УПРАВЛЕНИЕ МАТЕРИАЛЬНО-ТЕХНИЧЕСКОГО СНАБЖЕНИЯ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ""";27.03.2020;20.04.2020;Определение поставщика завершено;;27.03.2020;16.04.2020;
44-ФЗ;№0346200016114000266;Электронный аукцион;Судно на воздушной подушке для проведения спасательных работ и автомобильный прицеп для перевозки судна;;;;;3 666 875,00;RUB;;;;;;;"ГОСУДАРСТВЕННОЕ (ОБЛАСТНОЕ) БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ГОСУДАРСТВЕННОЙ ПРОТИВОПОЖАРНОЙ СПАСАТЕЛЬНОЙ СЛУЖБЫ ЛИПЕЦКОЙ ОБЛАСТИ""";"государственное (областное) бюджетное учреждение ""Управление государственной противопожарной спасательной службы Липецкой области""";18.11.2014;08.04.2015;Определение поставщика завершено;Субъектам малого предпринимательства и социально ориентированным некоммерческим организациям (в соответствии со статьей 30 Федерального закона № 44-ФЗ);18.11.2014;04.12.2014;
44-ФЗ;№0168200002419006520;Электронный аукцион;Судно на воздушной подушке с прицепом;;'192732505059073250100100701063011244';;;3 051 400,00;RUB;;;;;30.11.21.120: Суда речные пассажирские;30.11.21.120: Суда речные пассажирские;"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА ГРАЖДАНСКОЙ ЗАЩИТЫ И ПОЖАРНОЙ БЕЗОПАСНОСТИ УЛЬЯНОВСКОЙ ОБЛАСТИ""";МИНИСТЕРСТВО ЦИФРОВОЙ ЭКОНОМИКИ И КОНКУРЕНЦИИ УЛЬЯНОВСКОЙ ОБЛАСТИ;12.08.2019;22.08.2019;Определение поставщика завершено;;12.08.2019;21.08.2019;
44-ФЗ;№0346200016114000256;Электронный аукцион;Судно на воздушной подушке с прицепом для перевозки судна;;;;;3 666 875,00;RUB;;;;;;;"ГОСУДАРСТВЕННОЕ (ОБЛАСТНОЕ) БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ГОСУДАРСТВЕННОЙ ПРОТИВОПОЖАРНОЙ СПАСАТЕЛЬНОЙ СЛУЖБЫ ЛИПЕЦКОЙ ОБЛАСТИ""";"государственное (областное) бюджетное учреждение ""Управление государственной противопожарной спасательной службы Липецкой области""";14.11.2014;17.11.2014;Определение поставщика отменено;Субъектам малого предпринимательства и социально ориентированным некоммерческим организациям (в соответствии со статьей 30 Федерального закона № 44-ФЗ);14.11.2014;01.12.2014;
223-ФЗ;№31200025374;Прочие;"Судно проекта ""Волгарь"" ";;;1;"Судно проекта ""Волгарь""";52 900 000,00;RUB;;;;;;;"Федеральное государственное  унитарное предприятие ""Научно-производственный центр автоматики и приборостроения имени академика Н.А.Пилюгина""";;07.11.2012;07.11.2012;Закупка завершена;;07.11.2012;08.11.2012;
223-ФЗ;№31401325457;Закупка у единственного поставщика (подрядчика. исполнителя);Судно проекта RST54;;;1;Судно проекта RST54;45 300 000,00;USD;;;;;;;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГОСУДАРСТВЕННАЯ ТРАНСПОРТНАЯ ЛИЗИНГОВАЯ КОМПАНИЯ""";;08.07.2014;08.07.2014;Закупка завершена;;08.07.2014;;
